[TIBIA-BASICBOT]
[WAYPOINTS]
32393|31787|9
32393|31788|9
32393|31789|9
32394|31789|9
32394|31790|9
32394|31791|9
32394|31792|9
32394|31793|9
32394|31794|9
32394|31795|9
32393|31795|9
32393|31796|9
32393|31797|9
32392|31797|9
32392|31798|9
32392|31799|9
32391|31799|9
32391|31800|9
32391|31799|9
32391|31800|9
32390|31800|9
32390|31801|9
32390|31802|9
32390|31801|9
32391|31801|9
32392|31801|9
32392|31800|9
32392|31799|9
32392|31798|9
32392|31797|9
32393|31797|9
32393|31796|9
32393|31795|9
32394|31795|9
32395|31795|9
32396|31795|9
32397|31795|9
32398|31795|9
32399|31795|9
32399|31796|9
32399|31797|9
32399|31798|9
32399|31799|9
32399|31800|9
32399|31801|9
32399|31802|9
32399|31803|9
32400|31803|9
32401|31803|9
32401|31804|9
32402|31804|9
32403|31804|9
32403|31805|9
32403|31806|9
32403|31807|9
32403|31808|9
32403|31809|9
32402|31809|9
32401|31809|9
32400|31809|9
32400|31810|9
32399|31810|9
32398|31810|9
32398|31811|9
32398|31812|9
32397|31812|9
32397|31813|9
32397|31814|9
32397|31815|9
32397|31816|9
32397|31817|9
32396|31817|9
32395|31817|9
32394|31817|9
32393|31817|9
32392|31817|9
32391|31817|9
32390|31817|9
32389|31817|9
32389|31816|9
32390|31816|9
32391|31816|9
32392|31816|9
32392|31815|9
32392|31814|9
32392|31813|9
32391|31813|9
32391|31812|9
32391|31811|9
32391|31810|9
32390|31810|9
32390|31809|9
32390|31810|9
32390|31811|9
32390|31812|9
32390|31813|9
32391|31813|9
32392|31813|9
32393|31813|9
32394|31813|9
32395|31813|9
32396|31813|9
32397|31813|9
32398|31813|9
32398|31812|9
32398|31811|9
32399|31811|9
32399|31810|9
32400|31810|9
32401|31810|9
32401|31809|9
32402|31809|9
32402|31808|9
32403|31808|9
32403|31807|9
32403|31806|9
32403|31805|9
32404|31805|9
32405|31805|9
32405|31804|9
32405|31803|9
32405|31802|9
32405|31801|9
32405|31800|9
32405|31799|9
32405|31798|9
32405|31797|9
32406|31797|9
32406|31796|9
32407|31796|9
32407|31795|9
32408|31795|9
32408|31794|9
32409|31794|9
32409|31793|9
32410|31793|9
32410|31792|9
32410|31791|9
32410|31790|9
32410|31789|9
32411|31789|9
32412|31789|9
32412|31788|9
32411|31788|9
32411|31787|9
32410|31787|9
32410|31786|9
32409|31786|9
32409|31785|9
32408|31785|9
32407|31785|9
32406|31785|9
32405|31785|9
32404|31785|9
32404|31784|9
32403|31784|9
32403|31783|9
32403|31782|9
32402|31782|9
32402|31781|9
32401|31781|9
32401|31780|9
32400|31780|9
32400|31779|9
32400|31778|9
32400|31777|9
32400|31776|9
32400|31775|9
32399|31775|9
32399|31774|9
32399|31773|9
32399|31772|9
32399|31771|9
32398|31771|9
32398|31772|9
32398|31773|9
32397|31773|9
32396|31773|9
32395|31773|9
32394|31773|9
32394|31772|9
32393|31772|9
32393|31771|9
32392|31771|9
32391|31771|9
32392|31771|9
32393|31771|9
32393|31772|9
32393|31773|9
32393|31774|9
32393|31775|9
32392|31775|9
32392|31776|9
32391|31776|9
32390|31776|9
32391|31776|9
32392|31776|9
32393|31776|9
32394|31776|9
32395|31776|9
32396|31776|9
32397|31776|9
32398|31776|9
32399|31776|9
32399|31777|9
32400|31777|9
32400|31778|9
32400|31779|9
32401|31779|9
32401|31780|9
32402|31780|9
32402|31781|9
32402|31782|9
32403|31782|9
32403|31783|9
32403|31784|9
32403|31785|9
32403|31786|9
32404|31786|9
32405|31786|9
32406|31786|9
32407|31786|9
32408|31786|9
32408|31787|9
32409|31787|9
32409|31788|9
32409|31789|9
32409|31790|9
32409|31791|9
32408|31791|9
32408|31792|9
32408|31793|9
32408|31794|9
32407|31794|9
32407|31795|9
32407|31796|9
32406|31796|9
32405|31796|9
32404|31796|9
32403|31796|9
32402|31796|9
32401|31796|9
32401|31795|9
32401|31794|9
32401|31793|9
32401|31792|9
32401|31791|9
32401|31790|9
32401|31789|9
32401|31788|9
32400|31788|9
32399|31788|9
32398|31788|9
32397|31788|9
32396|31788|9
32395|31788|9
32394|31788|9
32394|31789|9
32393|31789|9
32393|31788|9
[END]
[END]
